label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution,basis,notes
974,-------,PFOWM9_974,possible_fiber_or_white_matter_974_between_deep cerebral white matter__and__dorsal fornix,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PFOWM9_974,possible_fiber_or_white_matter_974_between_deep cerebral white matter__and__dorsal fornix,kept_nonapplying_placeholder_aligned_to_current,208,255,178,,,
975,dorsal fornix,df,dorsal fornix,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DF_975,dorsal fornix,kept_for_review_or_manual_approval,204,255,178,unique_imported,,
976,dorsal hippocampal commissure,dhc,dorsal hippocampal commissure,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DHC_976,dorsal hippocampal commissure,kept_for_review_or_manual_approval,201,255,178,unique_imported,,
978,dorsal lateral olfactory tract,DLOT,dorsal lateral olfactory tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DLOT_978,dorsal lateral olfactory tract,kept_for_review_or_manual_approval,184,255,0,unique_imported,,
981,dorsal spinocerebellar tract,dsc,dorsal spinocerebellar tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DST_981,dorsal spinocerebellar tract,kept_for_review_or_manual_approval,135,59,255,unique_imported,,
983,-------,PFOWM9_983,possible_fiber_or_white_matter_983_between_dorsal spinocerebellar tract a__and__external capsule,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PFOWM9_983,possible_fiber_or_white_matter_983_between_dorsal spinocerebellar tract a__and__external capsule,kept_nonapplying_placeholder_aligned_to_current,183,154,229,,,
984,-------,PFOWM9_984,possible_fiber_or_white_matter_984_between_dorsal spinocerebellar tract a__and__external capsule,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PFOWM9_984,possible_fiber_or_white_matter_984_between_dorsal spinocerebellar tract a__and__external capsule,kept_nonapplying_placeholder_aligned_to_current,137,83,220,,,
985,-------,PFOWM9_985,possible_fiber_or_white_matter_985_between_dorsal spinocerebellar tract a__and__external capsule,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PFOWM9_985,possible_fiber_or_white_matter_985_between_dorsal spinocerebellar tract a__and__external capsule,kept_nonapplying_placeholder_aligned_to_current,103,35,208,,,
986,external capsule,ec,external capsule,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EC_986,external capsule,kept_for_review_or_manual_approval,151,255,89,unique_imported,,
988,external medullary lamina,eml,external medullary lamina,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EML_988,external medullary lamina,kept_for_review_or_manual_approval,156,107,233,unique_imported,,
989,fornix,f,fornix,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,F_989,fornix,kept_for_review_or_manual_approval,84,255,0,unique_imported,,
990,fimbria of the hippocampus,fi,fimbria of the hippocampus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,FOTH_990,fimbria of the hippocampus,kept_for_review_or_manual_approval,97,11,229,unique_imported,,
991,forceps minor of the corpus callosum,fmi,forceps minor of the corpus callosum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,FMOTCC_991,forceps minor of the corpus callosum,kept_for_review_or_manual_approval,159,255,89,unique_imported,,
992,forceps major of the corpus callosum,fmj,forceps major of the corpus callosum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,FMOTCC_992,forceps major of the corpus callosum,kept_for_review_or_manual_approval,210,255,178,unique_imported,,
994,fasciculus retroflexus,fr,fasciculus retroflexus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,FR_994,fasciculus retroflexus,kept_for_review_or_manual_approval,166,130,220,unique_imported,,
995,genu of the facial nerve,g7,genu of the facial nerve,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GOTFN_995,genu of the facial nerve,kept_for_review_or_manual_approval,82,11,191,unique_imported,,
997,root,root,root,builder_root_lock,Root is hard-locked to acronym root regardless of external acronym suggestions.,locked,approved,root,root,kept_for_review_or_manual_approval,203,71,188,root_locked,,
998,gracile fasciculus,gr,gracile fasciculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GF_998,gracile fasciculus,kept_for_review_or_manual_approval,89,255,172,unique_imported,,
1000,hippocampal white matter,hw,hippocampal white matter,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,HWM_1000,hippocampal white matter,kept_for_review_or_manual_approval,80,255,0,unique_imported,,
1001,internal arcuate fibers,iaf,internal arcuate fibers,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IAF_1001,internal arcuate fibers,kept_for_review_or_manual_approval,91,23,195,unique_imported,,
1003,internal capsule,ic,internal capsule,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IC_1003,internal capsule,kept_for_review_or_manual_approval,165,0,255,unique_imported,,
1005,inferior cerebellar peduncle (restiform body),icp,inferior cerebellar peduncle (restiform body),deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICPRB_1005,inferior cerebellar peduncle (restiform body),kept_for_review_or_manual_approval,186,154,233,unique_imported,,
1006,inferior cerebellar peduncle decussation,icpx,inferior cerebellar peduncle decussation,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICPD_1006,inferior cerebellar peduncle decussation,kept_for_review_or_manual_approval,152,95,237,unique_imported,,
1007,internal carotid artery,ica,internal carotid artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ICA_1007,internal carotid artery,kept_for_review_or_manual_approval,242,71,221,unique_imported,,
1014,longitudinal fasciculus of the pons,lfp,longitudinal fasciculus of the pons,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,LFOTP_1014,longitudinal fasciculus of the pons,kept_for_review_or_manual_approval,203,89,255,unique_imported,,
1016,lateral lemniscus,ll,lateral lemniscus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,LL_1016,lateral lemniscus,kept_for_review_or_manual_approval,89,223,157,unique_imported,,
1017,lateral olfactory tract,lo,lateral olfactory tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,LOT_1017,lateral olfactory tract,kept_for_review_or_manual_approval,184,255,0,unique_imported,,
1018,lateral orbitofrontal artery,lofa,lateral orbitofrontal artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,LOA_1018,lateral orbitofrontal artery,kept_for_review_or_manual_approval,229,142,217,unique_imported,,
1020,motor root of the trigeminal nerve,m5,motor root of the trigeminal nerve,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MROTTN_1020,motor root of the trigeminal nerve,kept_for_review_or_manual_approval,137,95,199,unique_imported,,
1022,middle cerebral artery,mca,middle cerebral artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MCA_1022,middle cerebral artery,kept_for_review_or_manual_approval,216,107,200,unique_imported,,
1023,medial corticohypothalamic tract,mch,medial corticohypothalamic tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MCT_1023,medial corticohypothalamic tract,kept_for_review_or_manual_approval,92,0,229,unique_imported,,
1024,middle cerebellar peduncle,mcp,middle cerebellar peduncle,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MCP_1024,middle cerebellar peduncle,kept_for_review_or_manual_approval,0,233,69,unique_imported,,
1025,mesencephalic trigeminal tract,me5,mesencephalic trigeminal tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MTT_1025,mesencephalic trigeminal tract,kept_for_review_or_manual_approval,186,142,250,unique_imported,,
1026,medial forebrain bundle,mfb,medial forebrain bundle,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MFB_1026,medial forebrain bundle,kept_for_review_or_manual_approval,146,95,220,unique_imported,,
1029,medial lemniscus,ml,medial lemniscus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ML_1029,medial lemniscus,kept_for_review_or_manual_approval,0,215,242,unique_imported,,
1030,medial longitudinal fasciculus,mlf,medial longitudinal fasciculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MLF_1030,medial longitudinal fasciculus,kept_for_review_or_manual_approval,0,207,105,unique_imported,,
1031,medial lemniscus decussation,mlx,medial lemniscus decussation,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MLD_1031,medial lemniscus decussation,kept_for_review_or_manual_approval,0,226,255,unique_imported,,
1033,medial orbitofrontal artery,mofa,medial orbitofrontal artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MOA_1033,medial orbitofrontal artery,kept_for_review_or_manual_approval,242,142,226,unique_imported,,
1034,mammillary peduncle,mp,mammillary peduncle,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MP_1034,mammillary peduncle,kept_for_review_or_manual_approval,255,174,89,unique_imported,,
1035,mammillothalamic tract,mt,mammillothalamic tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MT_1035,mammillothalamic tract,kept_for_review_or_manual_approval,144,95,216,unique_imported,,
